"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","fixed_effect_structure","structure_reason","n_all_zero_date_status_cells","1","metric_id"
"2016-05-24",4.182915619559846,0.43446655474592455,Inf,3.412458847340784,5.127324273519777,"2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-04-05",6.268649844843376,0.5352988527169763,Inf,5.302581512249113,7.410724528511269,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2018-03-28",7.630041583422436,0.5965242357891105,Inf,6.546047043254524,8.893540510795248,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-03-24",5.54980117486347,0.5067977449085889,Inf,4.640312708480983,6.637546867094328,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2021-10-11",8.485403495703828,1.0761864173792672,Inf,6.6178412209105515,10.879993955943831,"2021-10-11","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-05-10",4.550162926841865,0.647713509517588,Inf,3.442380051510243,6.014438368512757,"2022-05-10","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-03-25",5.761600587553675,0.7864984386362731,Inf,4.409082593177299,7.529013264996908,"2024-03-25","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-11-14",7.706562727205114,0.9921298955744813,Inf,5.98795414295676,9.918430844732674,"2024-11-14","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-05-22",5.65693030888496,0.7694422959334895,Inf,4.333136852951053,7.385148820718027,"2025-05-22","Bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-11",6.919838321337101,0.9203253866248675,Inf,5.331970708286495,8.980574915580087,"2025-11-11","Bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.585, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2017-01-12",9.157192073257447,0.6180164935905756,Inf,8.022596589211037,10.452247689893559,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.661, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-03-10",7.540630683905047,0.5605676252692121,Inf,6.518229854082728,8.723397668376952,"2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.661, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2015-12-10",8.931854132349908,0.6998557535918639,Inf,7.66029851822857,10.414479024771042,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-12-06",6.162719415202544,0.5145806765310228,Inf,5.232364005488923,7.258499322805725,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2017-12-05",10.118518103419172,0.6658682506404868,Inf,8.894099488362185,11.51149801541912,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2018-12-11",10.772562971536814,0.7023313844427043,Inf,9.4803383939015,12.2409251815713,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2020-12-04",11.409358802414436,0.7093057878966842,Inf,10.100504960223882,12.887817866023447,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-02-06",17.60693424017088,2.184712108175136,Inf,13.805894225030176,22.454476927373687,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-02-20",15.652530556408722,0.8563115451791605,Inf,14.061038979084877,17.424154302092262,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-12-17",12.491998930876484,0.7441556320811333,Inf,11.11540696593175,14.039075471308063,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-11-15",10.21941582967511,0.9151491937037296,Inf,8.574344540703404,12.18011002520861,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.248, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-12-04",8.910802260624386,0.8473356932460446,Inf,7.395632709366283,10.736389981534456,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.248, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-01-12",4.562071891394754,0.5340001898966712,Inf,3.626829829506026,5.738482619982414,"2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-02-16",4.373213900046938,0.4787135135784994,Inf,3.528775343380263,5.41972722957298,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-01-19",12.000099876288433,2.275457828648887,Inf,8.275230561621575,17.401617510060003,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2017-02-25",15.500079199593408,1.9855685422820486,Inf,12.058534727613692,19.92385149776922,"2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2019-02-16",11.818203550490367,1.6599728592534475,Inf,8.974134249649335,15.563611071037935,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2020-04-10",7.749981221509349,1.143905215186859,Inf,5.803131678098926,10.34996485784096,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-03-16",15.500040766602316,1.9855627703325036,Inf,12.058506122081386,19.923799957806427,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-10",21.083471229846136,2.580981232981866,Inf,16.585949422213165,26.800561594889743,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-04-08",20.83332040718475,2.5543869135624484,Inf,16.382950551689788,26.492617298637555,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.961, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2020-10-13",7.077433519546529,1.3734079283730274,Inf,4.838339021757623,10.352739855216795,"2020-10-13","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-25",6.670409959237676,1.2855794778387308,Inf,4.57195086648294,9.732031319602811,"2021-10-25","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-02",5.802410923132057,1.1309375075965091,Inf,3.9600650113956517,8.501873687426297,"2022-12-02","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-11-23",8.703669565562183,1.6186905578190156,Inf,6.04501917859946,12.531616801924596,"2023-11-23","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-10-21",1.4661643812525689,0.37715519201066827,Inf,0.8855643431623014,2.4274215752381014,"2025-10-21","Bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-03-20",6.047814230364678,1.1530730439393622,Inf,4.162064527706548,8.787960090843729,"2026-03-20","Bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2014-09-03",5.83333331393224,0.986013214897299,Inf,4.188297117072102,8.12448988223151,"2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-01-07",8.826086955924396,0.6194698125252034,Inf,7.691757264786286,10.12770011739355,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-01-10",7.9999999861225835,0.617213348848394,Inf,6.877306291415354,9.30596909110327,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-03-11",9.166666723906141,1.236032984928108,Inf,7.037776306483506,11.939535325917948,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2026-01-26",7.333333307736823,0.5527707521642451,Inf,6.3261531168651475,8.500865598556878,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-04-28",12.312650129360389,2.894132891996037,Inf,7.767361914553767,19.5177403699938,"2015-04-28","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-10-09",13.24539351904679,3.083168887287447,Inf,8.393212126466082,20.902658818927645,"2015-10-09","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-12",6.003688695889539,1.0959198602551052,Inf,4.197965935283735,8.586129214198984,"2021-10-12","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-01",5.949085220488128,1.0598557993956499,Inf,4.195704339072339,8.435202316580604,"2022-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-12-01",5.253751440843266,0.9609889038098735,Inf,3.6708966745260714,7.519117711403908,"2023-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-12-19",4.094804125860721,0.7942230984805604,Inf,2.7998524377296397,5.988680190146893,"2024-12-19","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-02-04",6.556058928320749,1.3403982487453434,Inf,4.391502505676652,9.787517738189582,"2025-02-04","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-13",4.636152317692044,0.7793673483426363,Inf,3.3347645963847943,6.445404972855588,"2025-11-13","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-03-06",3.949023366799091,0.6874320347708055,Inf,2.8074727292879524,5.5547415968953935,"2026-03-06","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.973, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2014-09-03",5.200760910580692,1.0184279673916246,Inf,3.5430897469102915,7.6339906638297546,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-03-11",5.573730439988266,1.093737225121543,Inf,3.79414615299887,8.188000610650446,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-11-03",4.002330842241786,0.7898382965995704,Inf,2.7185227709003117,5.89241051876672,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-10-13",2.7934437940951247,0.535341940264825,Inf,1.918729409309777,4.066924806023404,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-02-03",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.822, greater than the threshold of 1.5","1","Intercept-only fixed effect used",0,"overall","richness"
"2017-02-03",7.645813135397567,0.6520527304570285,Inf,6.468911830531137,9.036830309776873,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-11-14",9.197671380770256,0.7331713813524414,Inf,7.867310676154483,10.752995821691771,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2015-04-28",4.399997931767683,0.9380828533167231,Inf,2.8971812511489787,6.682350920185617,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-10-09",10.333329941065438,1.3123343208980793,Inf,8.056336240690122,13.253879242479663,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-12",8.250001643808178,1.4361406850313472,Inf,5.865146883297934,11.60457333415775,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-01",13.500004066152592,1.8371174306609377,Inf,10.339512631461115,17.62656677178236,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-12-01",8.750000267093524,1.4790198450968446,Inf,6.282445926713566,12.186735161314417,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-12-19",9.500000746913853,1.5411034328996067,Inf,6.912585760034516,13.055897940991786,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-02-04",6.7499992962651545,1.2990379297065706,Inf,4.629029188976151,9.842774508332187,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-13",8.500003285803528,1.1902382022894848,Inf,6.459918959082393,11.184359481335294,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.262, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-12-10",8.134303832630113,0.6261998902139007,Inf,6.99507988989888,9.459062638739562,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-12-06",7.923116312557109,0.6120820733814263,Inf,6.809863704496547,9.218359548203258,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-12-05",8.433979357922581,0.6677876732395458,Inf,7.221640923192336,9.849840024782095,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2018-12-11",8.966319977685638,0.6683208583997451,Inf,7.74762137163995,10.37671952278526,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2021-01-21",11.270204667477735,0.7530439399952531,Inf,9.886825462801774,12.847148331355504,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-02-27",13.036734592805319,0.8287284462532346,Inf,11.50956836868156,14.76653540767973,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-12-10",8.938558963067772,0.6544144675584235,Inf,7.743706702039825,10.31777666827086,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-01-20",15.271283939830015,0.9397171895143361,Inf,13.536205400211633,17.228765837674416,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-12-06",10.22724832119928,0.7279461290873049,Inf,8.895548308437883,11.7583092797392,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-12-05",14.496013995812453,1.44612028230015,Inf,11.921553592745585,17.62642931829455,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2018-01-17",11.022358064131007,0.9115252481381941,Inf,9.37307263694432,12.961851678717077,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2019-01-22",12.96862670760952,0.8210374438352207,Inf,11.455256925137252,14.681929858095067,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2021-01-21",13.504133145278145,0.8413960537635714,Inf,11.951743747244809,15.258159467101938,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-04-02",13.991649275903022,0.8747557083438356,Inf,12.378041200481285,15.815608163613623,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.27, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
